image_id,domain,mode,requested_coverage,pixel_coverage,region_coverage,selected_damage_rate,delivered_damage_fraction,hallucination_rate,psnr,ssim,lpips,dists,psnr_gain,ssim_gain,lpips_gain,dists_gain
bsds_246016,synthetic_bsds,oracle_pixel,,0.18488222226539983,,,,,30.70349938061519,0.9142119884490967,0.1180759146809578,0.12139284610748291,2.2863599208543306,0.04488861560821533,0.16985591500997543,0.06196010112762451
bsds_249061,synthetic_bsds,oracle_budget_sse,0.5,0.7975077881619937,0.5,1.0,0.5,,25.19588216205871,0.784508466720581,0.12167332321405411,0.11938464641571045,-2.8652512262955803,0.09816873073577881,0.1622227057814598,0.08176255226135254
bsds_249061,synthetic_bsds,oracle_positive,,0.0,0.0,,0.0,,28.06113338835429,0.6863397359848022,0.2838960289955139,0.201147198677063,0.0,0.0,-0.0,-0.0
bsds_249061,synthetic_bsds,oracle_pixel,,0.5096793414550423,,,,,30.777495533004576,0.8937604427337646,0.04655472934246063,0.10637670755386353,2.7163621446502866,0.2074207067489624,0.23734129965305328,0.09477049112319946
bsds_25098,synthetic_bsds,oracle_budget_sse,0.5,0.20249221183800623,0.5,1.0,0.5,,12.667688034096694,0.5506556630134583,0.16266442835330963,0.14722532033920288,-0.05841081761555955,-0.029632151126861572,-0.029720693826675415,0.012715041637420654
bsds_25098,synthetic_bsds,oracle_positive,,0.0,0.0,,0.0,,12.726098851712253,0.5802878141403198,0.13294373452663422,0.15994036197662354,0.0,0.0,-0.0,-0.0
bsds_25098,synthetic_bsds,oracle_pixel,,0.44474452885667837,,,,,13.252232470883843,0.5695011615753174,0.18189314007759094,0.1596699357032776,0.5261336191715902,-0.010786652565002441,-0.048949405550956726,0.00027042627334594727
bsds_253036,synthetic_bsds,oracle_budget_sse,0.5,0.20249221183800623,0.5,1.0,0.5,,28.23830420734717,0.7988861203193665,0.2711268663406372,0.20855969190597534,-0.6383698145864081,-0.04512673616409302,-0.006148219108581543,0.022102773189544678
bsds_253036,synthetic_bsds,oracle_positive,,0.0,0.0,,0.0,,28.876674021933578,0.8440128564834595,0.26497864723205566,0.23066246509552002,0.0,0.0,-0.0,-0.0
bsds_253036,synthetic_bsds,oracle_pixel,,0.4777365431571039,,,,,31.922514492601756,0.9160547852516174,0.07283300906419754,0.15813249349594116,3.0458404706681783,0.07204192876815796,0.19214563816785812,0.07252997159957886
