model_id,scope,target,variant,family,seed,domain,image_count,region_count,positive_count,roc_auc,roc_auc_defined_images,pr_auc,pr_auc_defined_images,balanced_accuracy,balanced_accuracy_defined_images,precision,precision_defined_images,recall,recall_defined_images,f1,f1_defined_images,accuracy,accuracy_defined_images,brier,brier_defined_images,ece,ece_defined_images
synthetic_only_psnr_benefit_C1_lq_logistic_505,synthetic_only,psnr_benefit,C1_lq,logistic,505,all,50,200,5,0.6666666666666666,3,0.6388888888888888,3,0.5,3,0.0,50,0.0,50,0.0,50,0.975,50,0.02502059071488546,50,0.030902477804017656,50
synthetic_only_psnr_benefit_C1_lq_logistic_505,synthetic_only,psnr_benefit,C1_lq,logistic,505,synthetic_bsds,50,200,5,0.6666666666666666,3,0.6388888888888888,3,0.5,3,0.0,50,0.0,50,0.0,50,0.975,50,0.02502059071488546,50,0.030902477804017656,50
synthetic_to_real_psnr_benefit_V1_logistic_505,synthetic_to_real,psnr_benefit,V1,logistic,505,all,5,960,8,0.6400490473495567,2,0.0570173528724031,2,0.5,2,0.0,5,0.0,5,0.0,5,0.9916666666666668,5,0.008276357654387393,5,0.00870171409555269,5
synthetic_to_real_psnr_benefit_V1_logistic_505,synthetic_to_real,psnr_benefit,V1,logistic,505,real_csig,5,960,8,0.6400490473495567,2,0.0570173528724031,2,0.5,2,0.0,5,0.0,5,0.0,5,0.9916666666666668,5,0.008276357654387393,5,0.00870171409555269,5
synthetic_to_real_psnr_benefit_V7_logistic_505,synthetic_to_real,psnr_benefit,V7,logistic,505,all,5,960,8,0.46045085832861726,2,0.025662776545998706,2,0.5,2,0.0,5,0.0,5,0.0,5,0.9916666666666668,5,0.008296922684543124,5,0.008189239450611658,5
synthetic_to_real_psnr_benefit_V7_logistic_505,synthetic_to_real,psnr_benefit,V7,logistic,505,real_csig,5,960,8,0.46045085832861726,2,0.025662776545998706,2,0.5,2,0.0,5,0.0,5,0.0,5,0.9916666666666668,5,0.008296922684543124,5,0.008189239450611658,5
synthetic_to_real_psnr_benefit_V8_logistic_505,synthetic_to_real,psnr_benefit,V8,logistic,505,all,5,960,8,0.6424872665534804,2,0.04515465643220242,2,0.5,2,0.0,5,0.0,5,0.0,5,0.9916666666666668,5,0.008286701627653815,5,0.008188723620052452,5
synthetic_to_real_psnr_benefit_V8_logistic_505,synthetic_to_real,psnr_benefit,V8,logistic,505,real_csig,5,960,8,0.6424872665534804,2,0.04515465643220242,2,0.5,2,0.0,5,0.0,5,0.0,5,0.9916666666666668,5,0.008286701627653815,5,0.008188723620052452,5
synthetic_to_real_psnr_benefit_C1_lq_logistic_505,synthetic_to_real,psnr_benefit,C1_lq,logistic,505,all,5,960,8,0.6844840596113941,2,0.08793518989473968,2,0.5,2,0.0,5,0.0,5,0.0,5,0.9916666666666668,5,0.00828037455825023,5,0.0099232507398962,5
synthetic_to_real_psnr_benefit_C1_lq_logistic_505,synthetic_to_real,psnr_benefit,C1_lq,logistic,505,real_csig,5,960,8,0.6844840596113941,2,0.08793518989473968,2,0.5,2,0.0,5,0.0,5,0.0,5,0.9916666666666668,5,0.00828037455825023,5,0.0099232507398962,5
always_bad,baseline,psnr_benefit,always_bad,constant,505,all,55,1160,13,0.5,5,0.2583333333333333,5,0.5,5,0.0,55,0.0,55,0.0,55,0.9765151515151516,55,0.023484848484848487,55,0.023484848484848487,55
always_bad,baseline,psnr_benefit,always_bad,constant,505,real_csig,5,960,8,0.5,2,0.020833333333333332,2,0.5,2,0.0,5,0.0,5,0.0,5,0.9916666666666668,5,0.008333333333333333,5,0.008333333333333333,5
always_bad,baseline,psnr_benefit,always_bad,constant,505,synthetic_bsds,50,200,5,0.5,3,0.4166666666666667,3,0.5,3,0.0,50,0.0,50,0.0,50,0.975,50,0.025,50,0.025,50
always_good,baseline,psnr_benefit,always_good,constant,505,all,55,1160,13,0.5,5,0.2583333333333333,5,0.5,5,0.023484848484848487,55,0.09090909090909091,55,0.031606681353635424,55,0.023484848484848487,55,0.9765151515151516,55,0.9765151515151516,55
always_good,baseline,psnr_benefit,always_good,constant,505,real_csig,5,960,8,0.5,2,0.020833333333333332,2,0.5,2,0.008333333333333333,5,0.4,5,0.016244923461418308,5,0.008333333333333333,5,0.9916666666666668,5,0.9916666666666668,5
always_good,baseline,psnr_benefit,always_good,constant,505,synthetic_bsds,50,200,5,0.5,3,0.4166666666666667,3,0.5,3,0.025,50,0.06,50,0.03314285714285714,50,0.025,50,0.975,50,0.975,50
