image_id,scene_id,domain,region_index,psnr_lq,psnr_restored,ssim_lq,ssim_restored,lpips_lq,lpips_restored,dists_lq,dists_restored,psnr_gain,ssim_gain,lpips_gain,dists_gain,four_metric_majority,psnr_benefit
case1,case1,real_csig,79,32.877233159612715,30.342662730961734,0.9645009636878967,0.9034742116928101,0.049326807260513306,0.24103841185569763,0.17117583751678467,0.3166043758392334,-2.53457042865098,-0.06102675199508667,-0.19171160459518433,-0.14542853832244873,0,0
case1,case1,real_csig,80,26.88834130799122,26.271256696016906,0.8611562252044678,0.7857473492622375,0.14601649343967438,0.40748828649520874,0.22125118970870972,0.28977131843566895,-0.6170846119743132,-0.07540887594223022,-0.26147179305553436,-0.06852012872695923,0,0
case1,case1,real_csig,81,27.658402435168234,26.510294966776794,0.8848826289176941,0.7923867702484131,0.13199566304683685,0.4091927111148834,0.2300344705581665,0.3168576955795288,-1.1481074683914407,-0.092495858669281,-0.27719704806804657,-0.0868232250213623,0,0
case1,case1,real_csig,82,28.883784533448356,27.184628309295036,0.914514422416687,0.8237549662590027,0.10866031050682068,0.3929733335971832,0.2226380705833435,0.31178736686706543,-1.6991562241533202,-0.09075945615768433,-0.28431302309036255,-0.08914929628372192,0,0
case1,case1,real_csig,83,26.175633464958366,25.069042453613722,0.8634263277053833,0.7358912229537964,0.15135057270526886,0.4883196949958801,0.218517005443573,0.31048738956451416,-1.1065910113446442,-0.12753510475158691,-0.33696912229061127,-0.09197038412094116,0,0
case1,case1,real_csig,84,27.64312958161295,26.221265021418475,0.8772518038749695,0.7824491262435913,0.14470872282981873,0.43746253848075867,0.20898771286010742,0.2806529402732849,-1.421864560194475,-0.09480267763137817,-0.29275381565093994,-0.07166522741317749,0,0
case1,case1,real_csig,85,28.653673657093414,25.979809306404608,0.8930315375328064,0.7961324453353882,0.1263633668422699,0.42319539189338684,0.22724449634552002,0.3289692997932434,-2.673864350688806,-0.09689909219741821,-0.29683202505111694,-0.10172480344772339,0,0
case1,case1,real_csig,86,28.272192523430064,25.61611908979128,0.893130898475647,0.7905066013336182,0.11188316345214844,0.4237197935581207,0.2264714241027832,0.3218209147453308,-2.6560734336387846,-0.10262429714202881,-0.3118366301059723,-0.09534949064254761,0,0
case1,case1,real_csig,87,27.78959407432549,26.434400695132343,0.8868961930274963,0.7939797639846802,0.12484261393547058,0.44235819578170776,0.21015572547912598,0.31501615047454834,-1.355193379193146,-0.09291642904281616,-0.3175155818462372,-0.10486042499542236,0,0
case1,case1,real_csig,88,33.510540040296576,32.09139233079967,0.9651078581809998,0.8956405520439148,0.07726980000734329,0.3780534863471985,0.18352913856506348,0.3138372302055359,-1.4191477094969045,-0.06946730613708496,-0.3007836863398552,-0.1303080916404724,0,0
case1,case1,real_csig,89,28.113363779481947,26.582956714525746,0.8911149501800537,0.786594808101654,0.1335245817899704,0.43906813859939575,0.23610883951187134,0.32299888134002686,-1.5304070649562007,-0.10452014207839966,-0.30554355680942535,-0.08689004182815552,0,0
case1,case1,real_csig,90,28.17814572638081,27.506506956169098,0.8870772123336792,0.8165130615234375,0.11086997389793396,0.36400043964385986,0.20495110750198364,0.29510533809661865,-0.671638770211711,-0.0705641508102417,-0.2531304657459259,-0.09015423059463501,0,0
case1,case1,real_csig,91,28.173225095531404,23.8977830023628,0.8961402177810669,0.7733781933784485,0.10963889956474304,0.4699890613555908,0.216414213180542,0.3423486351966858,-4.2754420931686035,-0.12276202440261841,-0.3603501617908478,-0.1259344220161438,0,0
case1,case1,real_csig,92,29.025041590475162,24.867561803661133,0.9099342823028564,0.7993484139442444,0.10769365727901459,0.43964049220085144,0.21029597520828247,0.35648566484451294,-4.157479786814029,-0.11058586835861206,-0.33194683492183685,-0.14618968963623047,0,0
